36.29290,2.77666,8.02,58.99,663.10
36.29862,2.78143,8.79,60.78,663.10
36.30416,2.78842,9.67,60.78,554.50
36.30943,2.78202,10.49,45.87,554.50
36.31043,2.77759,10.90,45.87,464.20
36.31222,2.77599,11.14,26.82,464.20
36.31379,2.77349,11.43,26.82,432.40
36.31918,2.77080,12.07,26.82,411.10
36.32590,2.76671,12.91,26.82,400.30
36.33052,2.76288,13.52,24.87,400.30
36.33517,2.76325,14.04,24.87,392.80
36.34014,2.76423,14.60,47.74,392.80
36.34387,2.76816,15.14,47.74,374.80
36.35016,2.76915,15.85,47.74,362.50
36.35716,2.76714,16.65,47.74,349.20
36.36072,2.76665,17.05,0.00,349.20
36.36131,2.76654,17.11,0.00,367.40
36.36334,2.76703,17.34,0.00,366.20
36.36786,2.76853,17.86,44.17,366.20
36.37310,2.77255,18.55,44.17,315.40
36.37646,2.77081,18.95,39.04,315.40
36.38125,2.76766,19.56,39.04,295.50
36.38653,2.76545,20.18,39.04,277.30
36.39193,2.76529,20.78,41.65,277.30
36.39770,2.76404,21.43,41.65,284.50
36.40398,2.76341,22.13,41.65,282.00
36.40888,2.75977,22.76,41.65,250.90
36.41460,2.75539,23.51,41.65,215.30
36.42129,2.75812,24.29,43.54,215.30
36.42726,2.75293,25.10,43.54,157.60
36.43362,2.75217,25.81,43.54,138.60
36.43830,2.75202,26.33,64.52,138.60
36.45080,2.74957,27.74,84.10,138.60
36.45722,2.74945,28.46,84.10,106.10
36.46485,2.76064,29.77,84.10,116.30
36.47314,2.77555,31.39,84.10,143.30
36.47603,2.77939,31.86,0.00,143.30
36.47603,2.77939,31.86,0.00,155.10
36.47603,2.77939,31.86,0.00,155.10
36.47850,2.78110,32.17,0.00,162.00
36.49043,2.78318,33.51,95.12,162.00
36.50421,2.78784,35.10,95.12,132.30
36.51033,2.80370,36.67,94.95,132.30
36.51252,2.82163,38.29,94.95,143.70
36.51935,2.83440,39.66,95.97,143.70
36.53009,2.84654,41.28,95.97,114.80
36.52896,2.86307,42.76,95.97,118.90
36.53898,2.87567,44.34,95.97,100.80
36.55084,2.88597,45.95,96.54,100.80
36.56288,2.89646,47.59,96.54,63.10
36.57659,2.89904,49.13,96.54,44.00
36.58696,2.90819,50.54,95.75,44.00
36.59502,2.92126,52.01,95.75,28.80
36.60634,2.92961,53.48,85.25,28.80
36.61803,2.93676,54.92,85.25,25.50
36.62713,2.94616,56.24,68.10,25.50
36.63346,2.95901,57.58,68.10,41.30
36.63829,2.97491,59.10,87.93,41.30
36.64030,2.99102,60.55,87.93,42.00
36.64429,3.00503,61.88,81.58,42.00
36.65127,3.01426,63.01,49.45,42.00
36.65626,3.01079,63.65,73.45,42.00
36.66213,3.00297,64.60,73.45,119.00
36.66294,3.00235,64.71,73.45,130.10
36.66379,3.00180,64.82,73.45,141.30
36.66792,2.99959,65.32,12.28,141.30
36.67636,3.00051,66.26,12.28,172.10
36.68387,2.98542,67.84,102.17,172.10
36.68468,2.96539,69.63,102.17,127.10
36.69010,2.94797,71.30,69.41,127.10
36.69374,2.94278,71.91,69.41,157.70
36.69041,2.93628,72.60,69.41,173.20
36.68869,2.93666,72.79,69.41,183.10
36.68545,2.93072,73.43,20.39,183.10
36.68584,2.92624,73.84,20.39,171.20
36.68389,2.91983,74.45,40.17,171.20
36.67997,2.91874,74.89,40.17,177.90
36.68029,2.91212,75.49,40.17,150.80
36.67983,2.90838,75.82,40.17,162.00
36.67915,2.90479,76.15,40.17,177.60
36.67948,2.90370,76.26,12.41,177.60
36.68093,2.90084,76.56,12.41,184.10
36.67861,2.89899,76.86,12.41,193.40
36.67912,2.89853,76.93,12.41,195.70
36.67912,2.89853,76.93,12.41,195.70
36.67930,2.89830,76.96,0.00,195.70
